Abbreviation,TeamName,GridPosition,Position,Status,Points,Laps,quali_position,quali_time_s,gap_to_pole_s,gap_to_pole_pct,q3_appearance,quali_sector1_gap,quali_sector2_gap,quali_sector3_gap,best_compound_used,fp2_avg_long_run_pace,fp2_tyre_deg_rate,air_temp,track_temp,humidity,wind_speed,is_wet_race,is_sprint_weekend,quali_position_delta,podium_finish,season,race_round,reg_era,driver_elo_pre,driver_elo_post,teammate_elo_pre,elo_vs_teammate_diff,EventName,circuit_type,dnf_type,is_driver_dnf,is_mech_dnf,is_dnf,driver_avg_finish_roll5,driver_avg_points_roll5,driver_error_dnf_rate_roll5,driver_avg_quali_roll5,driver_avg_quali_gap_roll5,team_avg_points_roll5,team_mech_dnf_rate_roll5,team_avg_quali_roll5
SIR,Williams,16.0,15.0,Finished,0.0,56.0,16.0,94.062,2.9669999999999987,3.2570393545200056,0,0.9929999999999986,0.7929999999999993,1.231999999999999,ULTRASOFT,102.3798888888889,-0.2168500000000093,19.446428571428573,37.01964285714286,24.089285714285715,1.8375,1,0,0.0,0,2018,3,pre_2022,1479.0695015289755,1474.5879971867316,1520.9304984710245,-41.86099694204904,Chinese Grand Prix,Balanced,none,0,0,0,17.5,0.0,0.0,18.5,4.27963979394384,0.0,0.25,17.75
ERI,Sauber,20.0,16.0,Finished,0.0,56.0,20.0,94.914,3.8190000000000026,4.192326691915037,0,0.8949999999999996,1.137999999999998,1.836999999999996,ULTRASOFT,100.66855555555554,0.2169666666666646,19.446428571428573,37.01964285714286,24.089285714285715,1.8375,1,0,0.0,0,2018,3,pre_2022,1510.189195239124,1515.6518103789338,1489.810804760876,20.378390478248093,Chinese Grand Prix,Balanced,none,0,0,0,14.0,1.0,0.0,17.0,3.8546433270042613,1.0,0.25,17.75
GRO,Haas F1 Team,10.0,17.0,Finished,0.0,56.0,10.0,92.855,1.7600000000000051,1.9320489598770567,1,0.3859999999999992,0.4979999999999975,0.5959999999999965,ULTRASOFT,99.9878,0.2986999999999869,19.446428571428573,37.01964285714286,24.089285714285715,1.8375,1,0,0.0,0,2018,3,pre_2022,1489.810804760876,1484.3481896210662,1510.189195239124,-20.378390478248093,Chinese Grand Prix,Balanced,none,0,0,0,14.5,0.0,0.0,11.5,2.801941188056487,5.0,0.5,9.0
GAS,Toro Rosso,17.0,18.0,Finished,0.0,56.0,17.0,94.101,3.006,3.299851803062737,0,0.9839999999999982,1.0089999999999968,1.064,ULTRASOFT,100.0602142857143,-0.0137032967033033,19.446428571428573,37.01964285714286,24.089285714285715,1.8375,1,0,0.0,0,2018,3,pre_2022,1501.4695015289756,1507.7341586646085,1498.5304984710244,2.9390030579511404,Chinese Grand Prix,Balanced,none,0,0,0,11.0,6.0,0.0,13.0,3.3241967041834646,6.0,0.25,13.25
LEC,Sauber,19.0,19.0,Finished,0.0,56.0,19.0,94.454,3.3589999999999947,3.68735935012898,0,0.9080000000000013,1.1159999999999997,1.3859999999999957,ULTRASOFT,101.31055555555557,0.6098333333333273,19.446428571428573,37.01964285714286,24.089285714285715,1.8375,1,0,0.0,0,2018,3,pre_2022,1489.810804760876,1484.3481896210662,1510.189195239124,-20.378390478248093,Chinese Grand Prix,Balanced,none,0,0,0,12.5,0.0,0.0,18.5,4.106864026076288,1.0,0.25,17.75
HAR,Toro Rosso,15.0,20.0,Collision damage,0.0,51.0,15.0,93.795,2.700000000000003,2.9639387452659345,0,0.7480000000000011,0.759999999999998,1.242999999999995,ULTRASOFT,100.70846153846152,0.0623131868131892,19.446428571428573,37.01964285714286,24.089285714285715,1.8375,1,0,0.0,0,2018,3,pre_2022,1498.5304984710244,1492.2658413353915,1501.4695015289756,-2.9390030579511404,Chinese Grand Prix,Balanced,driver_error,1,0,1,16.0,0.0,0.0,13.5,3.2952803529178434,6.0,0.25,13.25
HAM,Mercedes,2.0,1.0,Finished,25.0,51.0,2.0,101.677,0.179000000000002,0.1763581548404914,1,0.0,0.2950000000000017,0.0399999999999991,ULTRASOFT,110.3394,1.431299999999999,16.66140350877193,25.25175438596491,45.651754385964914,2.22280701754386,0,0,0.0,1,2018,4,pre_2022,1482.6658413353916,1500.2570986091923,1517.3341586646084,-34.668317329216734,Azerbaijan Grand Prix,Street,none,0,0,0,3.0,15.0,0.0,3.0,0.3115224634576409,28.333333333333332,0.0,4.166666666666667
RAI,Ferrari,6.0,2.0,Finished,18.0,51.0,6.0,102.49,0.9919999999999902,0.97735915978639,1,0.3160000000000025,0.3599999999999994,0.4720000000000013,ULTRASOFT,115.35242857142858,-2.4760357142857137,16.66140350877193,25.25175438596491,45.651754385964914,2.22280701754386,0,0,0.0,1,2018,4,pre_2022,1486.5875551802214,1494.2204381887173,1513.4124448197786,-26.824889639557114,Azerbaijan Grand Prix,Street,none,0,0,0,8.0,10.0,0.0,2.0,0.35872632662326814,28.0,0.16666666666666666,1.8333333333333333
PER,Force India,8.0,3.0,Finished,15.0,51.0,8.0,102.547,1.0489999999999924,1.0335179018305705,1,0.411999999999999,0.5670000000000002,0.2259999999999991,ULTRASOFT,108.5015,0.4053571428571427,16.66140350877193,25.25175438596491,45.651754385964914,2.22280701754386,0,0,0.0,1,2018,4,pre_2022,1492.2658413353915,1499.377713388604,1507.7341586646085,-15.468317329216916,Azerbaijan Grand Prix,Street,none,0,0,0,13.0,0.0,0.0,11.0,2.6082689980646827,0.3333333333333333,0.0,11.5
VET,Ferrari,1.0,4.0,Finished,12.0,51.0,1.0,101.498,0.0,0.0,1,0.0090000000000003,0.0420000000000015,0.1050000000000004,ULTRASOFT,107.04645454545454,-0.0971454545454483,16.66140350877193,25.25175438596491,45.651754385964914,2.22280701754386,0,0,0.0,0,2018,4,pre_2022,1513.4124448197786,1505.7795618112827,1486.5875551802214,26.824889639557114,Azerbaijan Grand Prix,Street,none,0,0,0,3.3333333333333335,18.0,0.0,1.6666666666666667,0.2768058088150709,28.0,0.16666666666666666,1.8333333333333333
SAI,Renault,9.0,5.0,Finished,10.0,51.0,10.0,103.351,1.8529999999999944,1.8256517369800336,1,0.922000000000004,0.7100000000000009,0.3769999999999989,ULTRASOFT,110.782875,-0.5316547619047641,16.66140350877193,25.25175438596491,45.651754385964914,2.22280701754386,0,0,1.0,0,2018,4,pre_2022,1456.252866366389,1466.5990573710023,1543.747133633611,-87.49426726722186,Azerbaijan Grand Prix,Street,none,0,0,0,10.0,1.0,0.0,9.333333333333334,2.3903895351961366,8.333333333333334,0.0,8.5
LEC,Sauber,13.0,6.0,Finished,8.0,51.0,14.0,104.074,2.5759999999999934,2.5379810439614507,0,0.9369999999999976,0.8909999999999982,0.5820000000000007,ULTRASOFT,109.13,0.6313166666666586,16.66140350877193,25.25175438596491,45.651754385964914,2.22280701754386,0,0,1.0,0,2018,4,pre_2022,1484.3481896210662,1501.7858864037403,1515.6518103789338,-31.30362075786752,Azerbaijan Grand Prix,Street,none,0,0,0,14.666666666666666,0.0,0.0,18.666666666666668,3.9670291340938513,0.6666666666666666,0.16666666666666666,18.333333333333332
ALO,McLaren,12.0,7.0,Finished,6.0,51.0,13.0,104.019,2.521000000000001,2.483792784094269,0,1.0249999999999986,1.1829999999999998,0.4600000000000008,ULTRASOFT,111.07344444444443,0.4015499999999894,16.66140350877193,25.25175438596491,45.651754385964914,2.22280701754386,0,0,1.0,0,2018,4,pre_2022,1543.747133633611,1555.8009426289977,1456.252866366389,87.49426726722186,Azerbaijan Grand Prix,Street,none,0,0,0,6.333333333333333,7.333333333333333,0.0,12.333333333333334,2.674390234687047,9.333333333333334,0.0,12.833333333333334
STR,Williams,10.0,8.0,Finished,4.0,51.0,11.0,103.585,2.086999999999989,2.056198151687707,0,0.8419999999999987,0.7590000000000003,0.6419999999999995,ULTRASOFT,111.6039,-0.0031696969696947,16.66140350877193,25.25175438596491,45.651754385964914,2.22280701754386,0,0,1.0,0,2018,4,pre_2022,1525.4120028132684,1539.0880240354284,1474.5879971867316,50.824005626536746,Azerbaijan Grand Prix,Street,none,0,0,0,14.0,0.0,0.0,17.333333333333332,3.7699027458462577,0.0,0.16666666666666666,17.5
VAN,McLaren,16.0,9.0,Finished,2.0,51.0,16.0,104.489,2.991,2.946856095686614,0,1.338000000000001,1.216000000000001,0.593,ULTRASOFT,109.26058333333332,-0.1015000000000008,16.66140350877193,25.25175438596491,45.651754385964914,2.22280701754386,0,0,0.0,0,2018,4,pre_2022,1456.252866366389,1444.1990573710023,1543.747133633611,-87.49426726722186,Azerbaijan Grand Prix,Street,none,0,0,0,10.0,2.0,0.0,13.333333333333334,2.9590244356488093,9.333333333333334,0.0,12.833333333333334
HAR,Toro Rosso,19.0,10.0,Finished,1.0,51.0,19.0,117.354,15.855999999999996,15.62198269916648,0,5.765999999999998,7.4680000000000035,2.7779999999999987,ULTRASOFT,110.05320000000002,0.0974909090909078,16.66140350877193,25.25175438596491,45.651754385964914,2.22280701754386,0,0,0.0,0,2018,4,pre_2022,1492.2658413353915,1499.377713388604,1507.7341586646085,-15.468317329216916,Azerbaijan Grand Prix,Street,none,0,0,0,17.333333333333332,0.0,0.3333333333333333,14.0,3.1848331503672065,4.0,0.16666666666666666,14.166666666666666
ERI,Sauber,18.0,11.0,Finished,0.0,51.0,18.0,105.541,4.042999999999992,3.983329720782668,0,1.608000000000004,1.7880000000000038,0.8030000000000008,ULTRASOFT,112.2654,0.1298999999999913,16.66140350877193,25.25175438596491,45.651754385964914,2.22280701754386,0,0,0.0,0,2018,4,pre_2022,1515.6518103789338,1498.2141135962597,1484.3481896210662,31.30362075786752,Azerbaijan Grand Prix,Street,none,0,0,0,14.666666666666666,0.6666666666666666,0.0,18.0,3.9672044486411866,0.6666666666666666,0.16666666666666666,18.333333333333332
GAS,Toro Rosso,17.0,12.0,Finished,0.0,51.0,17.0,104.496,2.9979999999999905,2.953752783306065,0,1.0990000000000038,1.3659999999999997,0.6890000000000001,ULTRASOFT,109.19433333333336,-0.4259833333333342,16.66140350877193,25.25175438596491,45.651754385964914,2.22280701754386,0,0,0.0,0,2018,4,pre_2022,1507.7341586646085,1500.622286611396,1492.2658413353915,15.468317329216916,Azerbaijan Grand Prix,Street,none,0,0,0,13.333333333333334,4.0,0.0,14.333333333333334,3.316081737143222,4.0,0.16666666666666666,14.166666666666666
MAG,Haas F1 Team,15.0,13.0,Finished,0.0,51.0,15.0,104.759,3.260999999999996,3.212871189580086,0,1.143000000000001,1.0230000000000032,0.1660000000000003,ULTRASOFT,111.65325,0.3252619047618978,16.66140350877193,25.25175438596491,45.651754385964914,2.22280701754386,0,0,0.0,0,2018,4,pre_2022,1515.6518103789338,1530.2141135962597,1484.3481896210662,31.30362075786752,Azerbaijan Grand Prix,Street,none,0,0,0,10.666666666666666,3.6666666666666665,0.0,8.0,2.0533359934801543,3.6666666666666665,0.3333333333333333,9.5
BOT,Mercedes,3.0,14.0,Puncture,0.0,48.0,3.0,101.837,0.3389999999999986,0.3339967289995848,1,0.2030000000000029,0.2920000000000016,0.0,ULTRASOFT,110.89442857142856,0.4748928571428557,16.66140350877193,25.25175438596491,45.651754385964914,2.22280701754386,0,0,0.0,0,2018,4,pre_2022,1517.3341586646084,1499.7429013908077,1482.6658413353916,34.668317329216734,Azerbaijan Grand Prix,Street,mechanical,0,1,1,4.0,13.333333333333334,0.0,5.333333333333333,0.6367348229307214,28.333333333333332,0.0,4.166666666666667
GRO,Haas F1 Team,20.0,15.0,Accident,0.0,42.0,20.0,,,,0,,,,,110.91899999999998,0.563828571428569,16.66140350877193,25.25175438596491,45.651754385964914,2.22280701754386,0,0,0.0,0,2018,4,pre_2022,1484.3481896210662,1469.7858864037403,1515.6518103789338,-31.30362075786752,Azerbaijan Grand Prix,Street,driver_error,1,0,1,15.333333333333334,0.0,0.0,11.0,2.5119771119966767,3.6666666666666665,0.3333333333333333,9.5
VER,Red Bull Racing,5.0,16.0,Collision,0.0,39.0,5.0,101.994,0.4959999999999951,0.488679579893195,1,0.4690000000000012,0.0730000000000004,0.1099999999999994,ULTRASOFT,110.15883333333332,0.9848285714285704,16.66140350877193,25.25175438596491,45.651754385964914,2.22280701754386,0,0,0.0,0,2018,4,pre_2022,1494.1349285602305,1489.8749164452179,1505.8650714397695,-11.730142879539017,Azerbaijan Grand Prix,Street,driver_error,1,0,1,10.0,6.0,0.0,8.0,1.0867726675942972,18.333333333333332,0.3333333333333333,6.666666666666667
RIC,Red Bull Racing,4.0,17.0,Collision,0.0,39.0,4.0,101.911,0.4129999999999967,0.4069045695481652,1,0.3329999999999984,0.0,0.2360000000000006,ULTRASOFT,112.131875,-1.052916666666675,16.66140350877193,25.25175438596491,45.651754385964914,2.22280701754386,0,0,0.0,0,2018,4,pre_2022,1505.8650714397695,1510.1250835547821,1494.1349285602305,11.730142879539017,Azerbaijan Grand Prix,Street,driver_error,1,0,1,8.333333333333334,12.333333333333334,0.0,5.333333333333333,0.8846374319357432,18.333333333333332,0.3333333333333333,6.666666666666667
HUL,Renault,14.0,18.0,Accident,0.0,10.0,9.0,103.066,1.5679999999999978,1.544858026759146,1,0.5649999999999977,0.6169999999999973,0.5420000000000016,ULTRASOFT,108.141,-0.1181333333333291,16.66140350877193,25.25175438596491,45.651754385964914,2.22280701754386,0,0,-5.0,0,2018,4,pre_2022,1543.747133633611,1533.4009426289977,1456.252866366389,87.49426726722186,Azerbaijan Grand Prix,Street,driver_error,1,0,1,6.333333333333333,7.333333333333333,0.0,7.666666666666667,2.1092388647455724,8.333333333333334,0.0,8.5
OCO,Force India,7.0,19.0,Collision,0.0,0.0,7.0,102.523,1.0249999999999917,1.009872115706705,1,0.4500000000000028,0.578000000000003,0.1529999999999987,ULTRASOFT,107.88916666666664,0.1963142857142822,16.66140350877193,25.25175438596491,45.651754385964914,2.22280701754386,0,0,0.0,0,2018,4,pre_2022,1507.7341586646085,1500.622286611396,1492.2658413353915,15.468317329216916,Azerbaijan Grand Prix,Street,driver_error,1,0,1,11.0,0.3333333333333333,0.0,12.0,2.9315591589104457,0.3333333333333333,0.0,11.5
SIR,Williams,11.0,20.0,Collision,0.0,0.0,12.0,103.886,2.387999999999991,2.35275571932451,0,0.9179999999999992,0.9339999999999976,0.6920000000000002,ULTRASOFT,109.8865,-0.0652857142857097,16.66140350877193,25.25175438596491,45.651754385964914,2.22280701754386,0,0,1.0,0,2018,4,pre_2022,1474.5879971867316,1460.9119759645716,1525.4120028132684,-50.824005626536746,Azerbaijan Grand Prix,Street,driver_error,1,0,1,16.666666666666668,0.0,0.0,17.666666666666668,3.9387729808025624,0.0,0.16666666666666666,17.5
HAM,Mercedes,1.0,1.0,Finished,25.0,66.0,1.0,76.173,0.0,0.0,1,0.0030000000000001,0.0,0.1670000000000016,SUPERSOFT,82.79914285714285,0.0446197802197783,16.050476190476193,32.33904761904761,52.28666666666667,1.9523809523809523,1,0,0.0,1,2018,5,pre_2022,1500.2570986091923,1516.233418969483,1499.7429013908077,0.5141972183846519,Spanish Grand Prix,High-Downforce,none,0,0,0,2.5,17.5,0.0,2.75,0.27773138630335353,27.5,0.125,3.75
BOT,Mercedes,2.0,2.0,Finished,18.0,66.0,2.0,76.213,0.039999999999992,0.0525120449503,1,0.0,0.0500000000000007,0.1600000000000001,SUPERSOFT,82.55623076923077,0.093620879120882,16.050476190476193,32.33904761904761,52.28666666666667,1.9523809523809523,1,0,0.0,1,2018,5,pre_2022,1499.7429013908077,1483.766581030517,1500.2570986091923,-0.5141972183846519,Spanish Grand Prix,High-Downforce,none,0,0,0,6.5,10.0,0.0,4.75,0.5610502994479372,27.5,0.125,3.75
VER,Red Bull Racing,5.0,3.0,Finished,15.0,66.0,5.0,76.816,0.6430000000000007,0.8441311225762418,1,0.3719999999999999,0.2930000000000028,0.1479999999999997,SUPERSOFT,82.66646153846153,-0.0432032967032948,16.050476190476193,32.33904761904761,52.28666666666667,1.9523809523809523,1,0,0.0,1,2018,5,pre_2022,1489.8749164452179,1506.8064165419912,1510.1250835547821,-20.250167109564245,Spanish Grand Prix,High-Downforce,none,0,0,0,11.5,4.5,0.25,7.25,0.9372493956690217,13.75,0.25,6.125
VET,Ferrari,3.0,4.0,Finished,12.0,66.0,3.0,76.305,0.132000000000005,0.1732897483360311,1,0.0229999999999996,0.2390000000000007,0.0400000000000027,SOFT,83.79566666666666,0.1064195804195821,16.050476190476193,32.33904761904761,52.28666666666667,1.9523809523809523,1,0,0.0,0,2018,5,pre_2022,1505.7795618112827,1521.2474408136393,1494.2204381887173,11.559123622565494,Spanish Grand Prix,High-Downforce,none,0,0,0,3.5,16.5,0.0,1.5,0.20760435661130316,28.5,0.125,2.25
RIC,Red Bull Racing,6.0,5.0,Finished,10.0,66.0,6.0,76.818,0.644999999999996,0.8467567248237513,1,0.4440000000000026,0.3710000000000022,0.0,SOFT,83.123625,-0.0504404761904795,16.050476190476193,32.33904761904761,52.28666666666667,1.9523809523809523,1,0,0.0,0,2018,5,pre_2022,1510.1250835547821,1493.1935834580088,1489.8749164452179,20.250167109564245,Spanish Grand Prix,High-Downforce,none,0,0,0,10.5,9.25,0.25,5.0,0.7652042163388487,13.75,0.25,6.125
MAG,Haas F1 Team,7.0,6.0,+1 Lap,8.0,65.0,7.0,77.676,1.503,1.9731400890079165,1,0.3420000000000023,0.6030000000000015,0.6700000000000017,SOFT,84.8352,0.3023757575757608,16.050476190476193,32.33904761904761,52.28666666666667,1.9523809523809523,1,0,0.0,0,2018,5,pre_2022,1530.2141135962597,1543.4590159633733,1469.7858864037403,60.428227192519444,Spanish Grand Prix,High-Downforce,none,0,0,0,11.25,2.75,0.0,9.75,2.343219792505137,2.75,0.25,11.5
SAI,Renault,9.0,7.0,+1 Lap,6.0,65.0,9.0,77.79,1.6170000000000044,2.122799417116307,1,0.4619999999999997,0.7580000000000027,0.5670000000000002,SUPERSOFT,92.27742857142856,-0.3254285714285642,16.050476190476193,32.33904761904761,52.28666666666667,1.9523809523809523,1,0,0.0,0,2018,5,pre_2022,1466.5990573710023,1485.6380412111114,1533.4009426289977,-66.80188525799531,Spanish Grand Prix,High-Downforce,none,0,0,0,8.75,3.25,0.0,9.5,2.2492050856421106,8.75,0.0,8.75
ALO,McLaren,8.0,8.0,+1 Lap,4.0,65.0,8.0,77.721,1.5480000000000018,2.032216139577018,1,0.5910000000000011,0.5970000000000013,0.5300000000000011,SOFT,88.93879999999999,2.377099999999996,16.050476190476193,32.33904761904761,52.28666666666667,1.9523809523809523,1,0,0.0,0,2018,5,pre_2022,1555.8009426289977,1566.8312456204,1444.1990573710023,111.60188525799549,Spanish Grand Prix,High-Downforce,none,0,0,0,6.5,7.0,0.0,12.5,2.626740872038852,9.0,0.0,13.25
PER,Force India,15.0,9.0,+2 Laps,2.0,64.0,15.0,79.098,2.924999999999997,3.83994328699145,0,0.5420000000000016,1.248000000000001,0.9470000000000028,SUPERSOFT,96.1652222222222,-0.8515166666666707,16.050476190476193,32.33904761904761,52.28666666666667,1.9523809523809523,1,0,0.0,0,2018,5,pre_2022,1499.377713388604,1505.835027858451,1500.622286611396,-1.2445732227920416,Spanish Grand Prix,High-Downforce,none,0,0,0,10.5,3.75,0.0,10.25,2.214581224006155,4.0,0.0,10.5
LEC,Sauber,14.0,10.0,+2 Laps,1.0,64.0,14.0,78.91,2.7369999999999948,3.5931366757249874,0,0.5660000000000025,1.061,1.0310000000000024,SUPERSOFT,83.97871428571429,0.0937500000000043,16.050476190476193,32.33904761904761,52.28666666666667,1.9523809523809523,1,0,0.0,0,2018,5,pre_2022,1501.7858864037403,1517.6214059817053,1498.2141135962597,3.5717728074805564,Spanish Grand Prix,High-Downforce,none,0,0,0,12.5,2.0,0.0,17.5,3.6097671115607515,2.5,0.125,17.75
STR,Williams,18.0,11.0,+2 Laps,0.0,64.0,19.0,80.225,4.0519999999999925,5.319470153466441,0,0.7540000000000013,1.8500000000000012,1.618000000000002,SUPERSOFT,85.62488888888889,0.1941833333333281,16.050476190476193,32.33904761904761,52.28666666666667,1.9523809523809523,1,0,1.0,0,2018,5,pre_2022,1539.0880240354284,1541.9474353488076,1460.9119759645716,78.17604807085672,Spanish Grand Prix,High-Downforce,none,0,0,0,12.5,1.0,0.0,15.75,3.34147659730662,1.0,0.125,16.0
HAR,Toro Rosso,20.0,12.0,+2 Laps,0.0,64.0,20.0,,,,0,,,,,84.75172727272728,-0.0725363636363642,16.050476190476193,32.33904761904761,52.28666666666667,1.9523809523809523,1,0,0.0,0,2018,5,pre_2022,1499.377713388604,1505.835027858451,1500.622286611396,-1.2445732227920416,Spanish Grand Prix,High-Downforce,none,0,0,0,15.5,0.25,0.25,15.25,6.294120537567025,3.25,0.125,15.125
ERI,Sauber,17.0,13.0,+2 Laps,0.0,64.0,17.0,79.493,3.319999999999993,4.35849973087576,0,0.8550000000000004,1.434000000000001,1.2010000000000003,SUPERSOFT,86.22070588235295,0.2227990196078415,16.050476190476193,32.33904761904761,52.28666666666667,1.9523809523809523,1,0,0.0,0,2018,5,pre_2022,1498.2141135962597,1482.3785940182947,1501.7858864037403,-3.5717728074805564,Spanish Grand Prix,High-Downforce,none,0,0,0,13.75,0.5,0.0,18.0,3.971235766676557,2.5,0.125,17.75
SIR,Williams,19.0,14.0,+3 Laps,0.0,63.0,18.0,79.695,3.521999999999992,4.6236855578748255,0,0.6620000000000026,1.6449999999999996,1.3850000000000016,SUPERSOFT,86.04344444444443,-0.0565000000000014,16.050476190476193,32.33904761904761,52.28666666666667,1.9523809523809523,1,0,-1.0,0,2018,5,pre_2022,1460.9119759645716,1458.0525646511924,1539.0880240354284,-78.17604807085672,Spanish Grand Prix,High-Downforce,none,0,0,0,17.5,0.0,0.25,16.25,3.542268665433049,1.0,0.125,16.0
VAN,McLaren,11.0,15.0,Gearbox,0.0,45.0,11.0,78.323,2.1499999999999915,2.822522416079177,0,0.6680000000000028,0.9150000000000028,0.7370000000000019,SOFT,83.4765,0.1757428571428572,16.050476190476193,32.33904761904761,52.28666666666667,1.9523809523809523,1,0,0.0,0,2018,5,pre_2022,1444.1990573710023,1433.1687543796,1555.8009426289977,-111.60188525799549,Spanish Grand Prix,High-Downforce,mechanical,0,1,1,9.75,2.0,0.0,14.0,2.9559823506582603,9.0,0.0,13.25
OCO,Force India,13.0,16.0,Oil leak,0.0,38.0,13.0,78.696,2.522999999999996,3.3121972352408284,0,0.4969999999999999,1.3270000000000015,0.8689999999999998,SUPERSOFT,96.79675,0.8924523809523766,16.050476190476193,32.33904761904761,52.28666666666667,1.9523809523809523,1,0,0.0,0,2018,5,pre_2022,1500.622286611396,1494.164972141549,1499.377713388604,1.2445732227920416,Spanish Grand Prix,High-Downforce,mechanical,0,1,1,13.0,0.25,0.25,10.75,2.4511373981095104,4.0,0.0,10.5
RAI,Ferrari,4.0,17.0,Turbo,0.0,25.0,4.0,76.612,0.4389999999999929,0.5763196933296483,1,0.1829999999999998,0.245000000000001,0.1810000000000009,SOFT,92.29916666666666,-1.33534285714286,16.050476190476193,32.33904761904761,52.28666666666667,1.9523809523809523,1,0,0.0,0,2018,5,pre_2022,1494.2204381887173,1478.7525591863607,1505.7795618112827,-11.559123622565494,Spanish Grand Prix,High-Downforce,mechanical,0,1,1,6.5,12.0,0.0,3.0,0.5133845349140487,28.5,0.125,2.25
GRO,Haas F1 Team,10.0,18.0,Collision,0.0,0.0,10.0,77.835,1.661999999999992,2.1818754676853898,1,0.3500000000000014,0.6950000000000003,0.6509999999999998,SOFT,85.35737499999999,-0.096416666666665,16.050476190476193,32.33904761904761,52.28666666666667,1.9523809523809523,1,0,0.0,0,2018,5,pre_2022,1469.7858864037403,1456.5409840366267,1530.2141135962597,-60.428227192519444,Spanish Grand Prix,High-Downforce,driver_error,1,0,1,15.25,0.0,0.25,13.25,2.5119771119966767,2.75,0.25,11.5
GAS,Toro Rosso,12.0,19.0,Collision,0.0,0.0,12.0,78.463,2.289999999999992,3.0063145734052643,0,0.5910000000000011,1.1850000000000025,0.684000000000001,SUPERSOFT,85.782875,-0.1985833333333344,16.050476190476193,32.33904761904761,52.28666666666667,1.9523809523809523,1,0,0.0,0,2018,5,pre_2022,1500.622286611396,1494.164972141549,1499.377713388604,1.2445732227920416,Spanish Grand Prix,High-Downforce,driver_error,1,0,1,13.0,3.0,0.0,15.0,3.225499498683933,3.25,0.125,15.125
HUL,Renault,16.0,20.0,Collision,0.0,0.0,16.0,78.923,2.75,3.610203090333845,0,0.8840000000000003,1.2280000000000015,0.8079999999999998,SUPERSOFT,84.03078571428571,-0.1208109890109916,16.050476190476193,32.33904761904761,52.28666666666667,1.9523809523809523,1,0,0.0,0,2018,5,pre_2022,1533.4009426289977,1514.3619587888886,1466.5990573710023,66.80188525799531,Spanish Grand Prix,High-Downforce,driver_error,1,0,1,9.25,5.5,0.25,8.0,1.9681436552489657,8.75,0.0,8.75
RIC,Red Bull Racing,1.0,1.0,Finished,25.0,78.0,1.0,70.81,0.0,0.0,1,0.0440000000000004,0.0,0.0,HYPERSOFT,82.13972727272727,3.002554545454545,26.640707964601766,34.60973451327434,50.89292035398231,1.382300884955752,1,0,0.0,1,2018,6,pre_2022,1493.1935834580088,1509.8201569951011,1506.8064165419912,-13.612833083982423,Monaco Grand Prix,Street,none,0,0,0,9.4,9.4,0.2,5.2,0.7815147180358292,16.0,0.2,6.0
VET,Ferrari,2.0,2.0,Finished,18.0,78.0,2.0,71.039,0.2289999999999992,0.3234006496257579,1,0.0799999999999983,0.0499999999999971,0.1430000000000006,HYPERSOFT,78.1733076923077,0.1337087912087911,26.640707964601766,34.60973451327434,50.89292035398231,1.382300884955752,1,0,0.0,1,2018,6,pre_2022,1521.2474408136393,1535.3001797108154,1478.7525591863607,42.49488162727857,Monaco Grand Prix,Street,none,0,0,0,3.6,15.6,0.0,1.8,0.20074143495624877,25.2,0.2,2.5
